,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
53,Marble Hill,40.87655077879964,-73.91065965862981,The Children's Place,40.873671591133125,-73.90815619608166,Kids Store
54,Marble Hill,40.87655077879964,-73.91065965862981,MyUnique,40.88196572342435,-73.90358396335206,Thrift / Vintage Store
55,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.877720351115315,-73.90537973066263,Sandwich Place
56,Marble Hill,40.87655077879964,-73.91065965862981,Payless ShoeSource,40.87880794428871,-73.90437497461495,Shoe Store
57,Marble Hill,40.87655077879964,-73.91065965862981,Mr. McGoo's,40.87941944187052,-73.90424277141844,Bar
58,Marble Hill,40.87655077879964,-73.91065965862981,Chase Bank,40.87867,-73.917176,Bank
59,Marble Hill,40.87655077879964,-73.91065965862981,Enterprise Rent-A-Car,40.879866093214,-73.90384738148896,Rental Car Location
60,Marble Hill,40.87655077879964,-73.91065965862981,Rite Aid,40.878349,-73.917611,Pharmacy
61,Marble Hill,40.87655077879964,-73.91065965862981,Stairing Is Caring,40.86977743640557,-73.9166900555486,Trail
62,Marble Hill,40.87655077879964,-73.91065965862981,Carrot Top Pastries,40.86931876074507,-73.9164306865981,Bakery
63,Marble Hill,40.87655077879964,-73.91065965862981,Baskin-Robbins,40.86958460579268,-73.91762585502454,Ice Cream Shop
64,Marble Hill,40.87655077879964,-73.91065965862981,Stop & Shop,40.8821286,-73.9016868,Supermarket
65,Marble Hill,40.87655077879964,-73.91065965862981,Twin Donut,40.87107675577189,-73.91447407600472,Donut Shop
66,Marble Hill,40.87655077879964,-73.91065965862981,Robertson Field,40.87323680197704,-73.91522032458555,Baseball Field
67,Marble Hill,40.87655077879964,-73.91065965862981,Ray's Pizza Express,40.878900637186135,-73.91655800986135,Pizza Place
68,Marble Hill,40.87655077879964,-73.91065965862981,Baker Fields Home Of The Lions,40.87210666901573,-73.9147667725546,Athletics & Sports
69,Marble Hill,40.87655077879964,-73.91065965862981,Ben's Market Basket,40.878591047927394,-73.9174855636529,Grocery Store
70,Marble Hill,40.87655077879964,-73.91065965862981,Caridad Spanish Restaurant,40.871832496774495,-73.90670025930685,Spanish Restaurant
71,Marble Hill,40.87655077879964,-73.91065965862981,Dick Savitt Tennis Center,40.8738453170954,-73.91739084305824,Tennis Court
72,Marble Hill,40.87655077879964,-73.91065965862981,1929 Boathouse,40.87358563852678,-73.91816168907071,Harbor / Marina
73,Marble Hill,40.87655077879964,-73.91065965862981,Elsa's Hair Salon,40.87195870461746,-73.90465056536051,Salon / Barbershop
74,Marble Hill,40.87655077879964,-73.91065965862981,Muscota Marsh,40.87315174368968,-73.91853739645013,Park
75,Marble Hill,40.87655077879964,-73.91065965862981,Bike MS New York City - Inwood Hill Rest Stop,40.87283852562406,-73.91930224528193,Park
76,Marble Hill,40.87655077879964,-73.91065965862981,mta bus stop #100705 (Independance AVE &Henry Hudson Parkway),40.880829083641686,-73.9189705975229,Bus Stop
77,Marble Hill,40.87655077879964,-73.91065965862981,Arlington Avenue & West 232nd Street,40.88401563216687,-73.91252232171007,Intersection
78,Marble Hill,40.87655077879964,-73.91065965862981,Spuyten Duyvil Creek,40.87362586210354,-73.9201633990417,River
79,Marble Hill,40.87655077879964,-73.91065965862981,El Nuevo Sabor Restaurante,40.86936327156677,-73.91547771966802,Restaurant
80,Marble Hill,40.87655077879964,-73.91065965862981,Waterfront DSNY,40.86847530832377,-73.91168747355391,Scenic Lookout
81,Marble Hill,40.87655077879964,-73.91065965862981,La Catrina,40.86995978194631,-73.9039558462761,Mexican Restaurant
82,Marble Hill,40.87655077879964,-73.91065965862981,Jerome Park Reservoir,40.87258362206072,-73.90064260006244,Lake
83,Marble Hill,40.87655077879964,-73.91065965862981,Washington's Walk,40.87255460684972,-73.90056259601329,Park
84,Marble Hill,40.87655077879964,-73.91065965862981,Spuyten Duyvil Shorefront Park,40.87862004519057,-73.9217283337996,Park
85,Marble Hill,40.87655077879964,-73.91065965862981,Maramana,40.8692942319402,-73.91689538955688,Mediterranean Restaurant
86,Marble Hill,40.87655077879964,-73.91065965862981,Lucky Star Chinese Restaurant,40.86964790014166,-73.90350800952127,Chinese Restaurant
87,Bay Ridge,40.625801065010656,-74.03062069353813,Pilo Arts Day Spa and Salon,40.62474788273414,-74.03059056940135,Spa
88,Bay Ridge,40.625801065010656,-74.03062069353813,Bagel Boy,40.627896,-74.029335,Bagel Shop
89,Bay Ridge,40.625801065010656,-74.03062069353813,Pegasus Cafe,40.623168349068536,-74.0311862390966,Breakfast Spot
90,Bay Ridge,40.625801065010656,-74.03062069353813,Cocoa Grinder,40.623966776558476,-74.0308626813129,Juice Bar
91,Bay Ridge,40.625801065010656,-74.03062069353813,Ho' Brah Taco Joint,40.62295987421396,-74.03137094766794,Taco Place
92,Bay Ridge,40.625801065010656,-74.03062069353813,Leo's Casa Calamari,40.62334803451453,-74.03108161481818,Pizza Place
93,Bay Ridge,40.625801065010656,-74.03062069353813,Karam,40.62293134278153,-74.02831552630435,Middle Eastern Restaurant
94,Bay Ridge,40.625801065010656,-74.03062069353813,Mimi Nails,40.62257064456921,-74.03147660099737,Spa
95,Bay Ridge,40.625801065010656,-74.03062069353813,A.L.C. Italian Grocery,40.62305051681447,-74.03122367666245,Grocery Store
96,Bay Ridge,40.625801065010656,-74.03062069353813,Brooklyn Market,40.626939,-74.02994799999999,Grocery Store
97,Bay Ridge,40.625801065010656,-74.03062069353813,XIN,40.62508203621133,-74.0304936920825,Chinese Restaurant
98,Bay Ridge,40.625801065010656,-74.03062069353813,Peppino's,40.6298508137169,-74.02848135082027,Pizza Place
99,Bay Ridge,40.625801065010656,-74.03062069353813,HoM Bay Ridge,40.62184719696941,-74.03177563511296,Tea Room
100,Bay Ridge,40.625801065010656,-74.03062069353813,Blue Door Souvlakia,40.624567,-74.030311,Greek Restaurant
101,Bay Ridge,40.625801065010656,-74.03062069353813,The Bookmark Shoppe,40.62457650083076,-74.0305618421461,Bookstore
102,Bay Ridge,40.625801065010656,-74.03062069353813,The Kettle Black,40.62283909856897,-74.03141082168587,Bar
103,Bay Ridge,40.625801065010656,-74.03062069353813,Salon Da Noi,40.6240184,-74.0250498,Cosmetics Shop
104,Bay Ridge,40.625801065010656,-74.03062069353813,Nonno's Pizza,40.62164967557811,-74.03185368050534,Pizza Place
105,Bay Ridge,40.625801065010656,-74.03062069353813,Skin Institute of New York,40.627033,-74.02649224000001,Spa
106,Bay Ridge,40.625801065010656,-74.03062069353813,Greenhouse Cafe,40.62954152835763,-74.02851357046862,American Restaurant
107,Bay Ridge,40.625801065010656,-74.03062069353813,Istanbul Bay,40.62584138197866,-74.02416608897755,Turkish Restaurant
108,Bay Ridge,40.625801065010656,-74.03062069353813,Windy City Ale House,40.62811715828623,-74.0291280171792,Sports Bar
109,Bay Ridge,40.625801065010656,-74.03062069353813,Angel Gift Nail Spa,40.622481896565176,-74.0254939404373,Cosmetics Shop
110,Bay Ridge,40.625801065010656,-74.03062069353813,Little Cupcake Bakeshop,40.62002146472201,-74.03256713734747,Cupcake Shop
111,Bay Ridge,40.625801065010656,-74.03062069353813,Tanoreen,40.63072604075072,-74.02795355574881,Lebanese Restaurant
112,Bay Ridge,40.625801065010656,-74.03062069353813,Chadwick's Restaurant,40.621449623364306,-74.03196395076446,American Restaurant
113,Bay Ridge,40.625801065010656,-74.03062069353813,Uncle Louie G's,40.62278367167344,-74.03141415087794,Ice Cream Shop
114,Bay Ridge,40.625801065010656,-74.03062069353813,Georgian Dream Cafe and Bakery,40.625586,-74.030196,Caucasian Restaurant
115,Bay Ridge,40.625801065010656,-74.03062069353813,Tuscany Grill,40.62291326029698,-74.03138652017468,Italian Restaurant
116,Bay Ridge,40.625801065010656,-74.03062069353813,The Green Spa and Wellness Center,40.62184635702681,-74.0316708383994,Spa
117,Bay Ridge,40.625801065010656,-74.03062069353813,Lamoza Hookah Lounge,40.62986503444392,-74.02849452703252,Hookah Bar
118,Bay Ridge,40.625801065010656,-74.03062069353813,Rocco's Pizzeria,40.62680981774733,-74.02375894276747,Pizza Place
119,Bay Ridge,40.625801065010656,-74.03062069353813,Indoor Outdoor Gardener,40.62376772029237,-74.02499322976165,Flower Shop
120,Bay Ridge,40.625801065010656,-74.03062069353813,Elia Restaurant,40.62309044402409,-74.03115569866006,Greek Restaurant
121,Bay Ridge,40.625801065010656,-74.03062069353813,Mimi Nails Spa,40.619651240345,-74.03263837597949,Spa
122,Bay Ridge,40.625801065010656,-74.03062069353813,Chopstix Restaurant,40.62267036744017,-74.0254650399946,Asian Restaurant
123,Bay Ridge,40.625801065010656,-74.03062069353813,Paneantico,40.61936769563803,-74.03281400048485,Bakery
124,Bay Ridge,40.625801065010656,-74.03062069353813,DII (Deals and Discounts Store #29),40.621941586790875,-74.02866517672703,Department Store
125,Bay Ridge,40.625801065010656,-74.03062069353813,Nino's Pizza,40.61976265882881,-74.03263030980774,Pizza Place
126,Bay Ridge,40.625801065010656,-74.03062069353813,Cebu' Bar & Bistro,40.62181234249646,-74.03172698590136,New American Restaurant
127,Bay Ridge,40.625801065010656,-74.03062069353813,RED OAK Restaurant & Bar & Hookah Lounge,40.625446614320815,-74.03024585189742,Hookah Bar
128,Bay Ridge,40.625801065010656,-74.03062069353813,Bay Ridge Bakery,40.62703924117062,-74.02358253029763,Bakery
129,Bay Ridge,40.625801065010656,-74.03062069353813,Verrazano Vision,40.624543701821715,-74.03066348173205,Optical Shop
130,Bay Ridge,40.625801065010656,-74.03062069353813,Grand Sichuan House,40.62083973591678,-74.02680369151886,Chinese Restaurant
131,Bay Ridge,40.625801065010656,-74.03062069353813,Ponte Vecchio Restaurant,40.621227301638804,-74.02914271707449,Italian Restaurant
132,Bay Ridge,40.625801065010656,-74.03062069353813,GameStop,40.622195328982905,-74.02720246900225,Video Game Store
133,Bay Ridge,40.625801065010656,-74.03062069353813,Top Thai,40.62323607887372,-74.02817264059682,Thai Restaurant
134,Bay Ridge,40.625801065010656,-74.03062069353813,Blue Zoo Lounge,40.62502995433233,-74.03055409884608,Lounge
135,Bay Ridge,40.625801065010656,-74.03062069353813,Vesuvio Pizzeria & Restaurant,40.6325799,-74.02709569999999,Pizza Place
136,Bay Ridge,40.625801065010656,-74.03062069353813,Bombay Grill,40.62233099655951,-74.0315608872427,Indian Restaurant
137,Bay Ridge,40.625801065010656,-74.03062069353813,The Owl's Head,40.63045435397458,-74.02262332087135,Wine Bar
138,Bay Ridge,40.625801065010656,-74.03062069353813,Pink & White Nails,40.622532797931896,-74.03146307176664,Spa
139,Bay Ridge,40.625801065010656,-74.03062069353813,Royal Restaurant,40.62835526387951,-74.02305661248653,Diner
140,Bay Ridge,40.625801065010656,-74.03062069353813,Areo Ristorante,40.62441504357729,-74.03078200570984,Italian Restaurant
141,Bay Ridge,40.625801065010656,-74.03062069353813,Bean Post Pub,40.62868879016591,-74.02294012020647,Bar
142,Bay Ridge,40.625801065010656,-74.03062069353813,H & L Bagels,40.621624684758785,-74.03183112853934,Bagel Shop
143,Bay Ridge,40.625801065010656,-74.03062069353813,Kaleidoscope Toy Store,40.622179846597675,-74.03164945621701,Toy / Game Store
144,Bay Ridge,40.625801065010656,-74.03062069353813,Gino's Restaurant,40.62985865436447,-74.02254332082492,Italian Restaurant
145,Bay Ridge,40.625801065010656,-74.03062069353813,Ruzana,40.62224309439982,-74.02591474549075,Middle Eastern Restaurant
146,Bay Ridge,40.625801065010656,-74.03062069353813,Century 21 Department Store,40.621361,-74.026993,Department Store
147,Bay Ridge,40.625801065010656,-74.03062069353813,Pizza Wagon,40.621281034475004,-74.02642458493247,Pizza Place
148,Bay Ridge,40.625801065010656,-74.03062069353813,Shore Road Park,40.62435509203861,-74.04076733160625,Park
149,Bay Ridge,40.625801065010656,-74.03062069353813,Something Greek,40.630334433790225,-74.02831148537885,Greek Restaurant
150,Bay Ridge,40.625801065010656,-74.03062069353813,Taj Mahal,40.632373,-74.027193,Indian Restaurant
151,Bay Ridge,40.625801065010656,-74.03062069353813,Lobo Loco,40.62356257001225,-74.03104678221119,Mexican Restaurant
152,Bay Ridge,40.625801065010656,-74.03062069353813,E Noodle Cafe,40.621027020984364,-74.02658483553947,Noodle House
153,Bay Ridge,40.625801065010656,-74.03062069353813,Dunkin',40.62191678680884,-74.02897123663814,Donut Shop
154,Bay Ridge,40.625801065010656,-74.03062069353813,Lucille Roberts,40.61989800859296,-74.02841560923201,Gym
155,Bay Ridge,40.625801065010656,-74.03062069353813,Starbucks,40.619260073370675,-74.03288331997678,Coffee Shop
156,Bay Ridge,40.625801065010656,-74.03062069353813,Dunkin',40.62085944443804,-74.03234751302926,Donut Shop
157,Bay Ridge,40.625801065010656,-74.03062069353813,Bikram Yoga,40.62365670315065,-74.0250932592204,Yoga Studio
158,Bay Ridge,40.625801065010656,-74.03062069353813,Victoria's Secret,40.62224,-74.027033,Lingerie Store
159,Bay Ridge,40.625801065010656,-74.03062069353813,86 Noodles,40.622572519884045,-74.02842260569763,Chinese Restaurant
160,Bay Ridge,40.625801065010656,-74.03062069353813,Zio Toto,40.62479085034183,-74.03055087900958,Italian Restaurant
161,Bay Ridge,40.625801065010656,-74.03062069353813,Omiya,40.622329157515146,-74.02857550374559,Sushi Restaurant
162,Bay Ridge,40.625801065010656,-74.03062069353813,Arirang Hibachi Steakhouse,40.62116794545947,-74.02929930965014,Japanese Restaurant
163,Bay Ridge,40.625801065010656,-74.03062069353813,Cream Coffee Shop,40.63321005717128,-74.02713623510421,Coffee Shop
164,Bay Ridge,40.625801065010656,-74.03062069353813,Shangri-La Vegetarian,40.632135886284914,-74.0275727429044,Vegetarian / Vegan Restaurant
165,Bay Ridge,40.625801065010656,-74.03062069353813,Sofia Restorante Italiano,40.62484745920055,-74.03052232818622,Italian Restaurant
166,Bay Ridge,40.625801065010656,-74.03062069353813,Vital Nutrition,40.62130878292833,-74.02911880029772,Pharmacy
167,Bay Ridge,40.625801065010656,-74.03062069353813,Latoue Nail Spa,40.6262390783683,-74.03001544766258,Spa
168,Bay Ridge,40.625801065010656,-74.03062069353813,Brooklyn Beet Company,40.63334350303987,-74.02696876949523,American Restaurant
169,Bay Ridge,40.625801065010656,-74.03062069353813,The Burger Bistro,40.6330893316755,-74.02706373422272,Burger Joint
170,Bay Ridge,40.625801065010656,-74.03062069353813,Giacomo's Wood Fired Pizza & Trattoria,40.62853486510589,-74.02905124266296,Italian Restaurant
171,Bay Ridge,40.625801065010656,-74.03062069353813,Skinflints Restaurant,40.62654807481846,-74.02394919381575,Pub
172,Bay Ridge,40.625801065010656,-74.03062069353813,Spa Me Inc.,40.630068006294835,-74.02244689507786,Spa
173,Bay Ridge,40.625801065010656,-74.03062069353813,Pho Hoai Bay Ridge,40.62237907678971,-74.02855610991112,Vietnamese Restaurant
174,Bay Ridge,40.625801065010656,-74.03062069353813,Gap Outlet,40.62247628018282,-74.02770231903379,Clothing Store
175,Bay Ridge,40.625801065010656,-74.03062069353813,David's Brisket House,40.62731298120328,-74.02337644289972,Sandwich Place
176,Bay Ridge,40.625801065010656,-74.03062069353813,The Lockyard,40.61736777473677,-74.02964943412427,Beer Garden
177,Bay Ridge,40.625801065010656,-74.03062069353813,Inaka,40.625140559775616,-74.03041782134507,Sushi Restaurant
178,Bay Ridge,40.625801065010656,-74.03062069353813,Sally Beauty,40.62197522211344,-74.02663327802225,Cosmetics Shop
179,Bay Ridge,40.625801065010656,-74.03062069353813,Harbor Fitness,40.61779715448358,-74.0302906614112,Gym / Fitness Center
180,Bay Ridge,40.625801065010656,-74.03062069353813,Stewart's Restaurant,40.62169341051828,-74.02613685478663,Diner
181,Bay Ridge,40.625801065010656,-74.03062069353813,CKO Kickboxing,40.61888165555084,-74.03021335601807,Gym / Fitness Center
182,Bay Ridge,40.625801065010656,-74.03062069353813,Townhouse 275,40.618024515520396,-74.03386116027832,Cocktail Bar
183,Bay Ridge,40.625801065010656,-74.03062069353813,The Pearl Room,40.62393563143695,-74.03097905585743,Seafood Restaurant
184,Bay Ridge,40.625801065010656,-74.03062069353813,The Hideout,40.622400284134045,-74.02550214075792,Bar
185,Bay Ridge,40.625801065010656,-74.03062069353813,Duane Reade,40.6220933,-74.0276287,Pharmacy
186,Bay Ridge,40.625801065010656,-74.03062069353813,Fushimi,40.61727,-74.03101,Japanese Restaurant
187,Bensonhurst,40.61100890202044,-73.99517998380729,Villabate Alba,40.616175751183334,-73.99315065794524,Bakery
188,Bensonhurst,40.61100890202044,-73.99517998380729,il Colosseo,40.61222053559676,-73.9974361996248,Italian Restaurant
189,Bensonhurst,40.61100890202044,-73.99517998380729,Il Fornaretto Bakery,40.613940136924604,-73.99935895452214,Bakery
190,Bensonhurst,40.61100890202044,-73.99517998380729,Coco Nails,40.614735,-73.99462044239044,Cosmetics Shop
191,Bensonhurst,40.61100890202044,-73.99517998380729,Jmart 新世界超市,40.610080337802934,-74.00122073773332,Supermarket
192,Bensonhurst,40.61100890202044,-73.99517998380729,Panino Rustico,40.61040974446631,-74.00310285413347,Italian Restaurant
193,Bensonhurst,40.61100890202044,-73.99517998380729,Pastosa,40.616021278632786,-73.99995393871517,Gourmet Shop
194,Bensonhurst,40.61100890202044,-73.99517998380729,Orchid Dynasty,40.614022781810874,-74.00056726978333,Chinese Restaurant
195,Bensonhurst,40.61100890202044,-73.99517998380729,Delacqua,40.604216455437815,-73.99745200137458,Spa
196,Bensonhurst,40.61100890202044,-73.99517998380729,Lioni Italian Heroes,40.61575687459769,-74.00489937881197,Sandwich Place
197,Bensonhurst,40.61100890202044,-73.99517998380729,Romeo Brothers Meats and Foods,40.61584244942408,-74.00482470693659,Food
198,Bensonhurst,40.61100890202044,-73.99517998380729,Grotta Azzurra,40.603751,-73.995435,Pizza Place
199,Bensonhurst,40.61100890202044,-73.99517998380729,Alaskan Sun Tanning,40.60783513345314,-74.00364010503723,Tanning Salon
200,Bensonhurst,40.61100890202044,-73.99517998380729,Bagel Town,40.61019916148078,-73.98950989286807,Bagel Shop
201,Bensonhurst,40.61100890202044,-73.99517998380729,Lenny's Pizza,40.60490837787233,-73.99871296726626,Pizza Place
202,Bensonhurst,40.61100890202044,-73.99517998380729,Bagels plus,40.615630247823496,-73.99993590549686,Bagel Shop
203,Bensonhurst,40.61100890202044,-73.99517998380729,Blue Agave Mexican Restaurant & Bar,40.617897,-73.999,Mexican Restaurant
204,Bensonhurst,40.61100890202044,-73.99517998380729,Pizza,40.603846,-73.99561,Pizza Place
205,Bensonhurst,40.61100890202044,-73.99517998380729,Frank And Sal's Prime Meats,40.61023238969865,-73.99922681436966,Butcher
206,Bensonhurst,40.61100890202044,-73.99517998380729,Kasumi Sushi & BBQ Restaurant,40.606219307900254,-74.00097474094187,Japanese Restaurant
207,Bensonhurst,40.61100890202044,-73.99517998380729,Papa Pasquale,40.615536666254144,-74.00513683801918,Italian Restaurant
208,Bensonhurst,40.61100890202044,-73.99517998380729,Tenzan,40.6152654172336,-73.99404636075737,Sushi Restaurant
209,Bensonhurst,40.61100890202044,-73.99517998380729,Tasty Bagels,40.60846159213572,-74.00465706794076,Bagel Shop
210,Bensonhurst,40.61100890202044,-73.99517998380729,Wine Outlet and Liquor,40.609489947417494,-74.00591012542102,Liquor Store
211,Bensonhurst,40.61100890202044,-73.99517998380729,Em Vietnamese Restaurant,40.608544070570744,-74.00476505815449,Vietnamese Restaurant
212,Bensonhurst,40.61100890202044,-73.99517998380729,Carvel Ice Cream,40.6153902801513,-73.99391964879203,Ice Cream Shop
213,Bensonhurst,40.61100890202044,-73.99517998380729,Planet Fitness,40.60456665351589,-73.99786101312996,Gym / Fitness Center
214,Bensonhurst,40.61100890202044,-73.99517998380729,Rimini Pastry Shoppe,40.611634818730415,-73.98386460955626,Bakery
215,Bensonhurst,40.61100890202044,-73.99517998380729,Tous Les Jour,40.60435768510481,-73.99765735970983,Bakery
216,Bensonhurst,40.61100890202044,-73.99517998380729,DaVinci's Pizzeria,40.618882,-73.990799,Pizza Place
217,Bensonhurst,40.61100890202044,-73.99517998380729,King's Kitchen,40.603843670696406,-73.99695955432104,Cantonese Restaurant
218,Bensonhurst,40.61100890202044,-73.99517998380729,Hot Spot Nabe,40.61513,-73.994582,Shabu-Shabu Restaurant
219,Bensonhurst,40.61100890202044,-73.99517998380729,Fuki Sushi Japanese Restaurant,40.60763554919059,-74.00218674324164,Japanese Restaurant
220,Bensonhurst,40.61100890202044,-73.99517998380729,Starbucks,40.60492502971137,-73.9986815620759,Coffee Shop
221,Bensonhurst,40.61100890202044,-73.99517998380729,Sweet House Drinks And Desserts,40.60291763540403,-73.99547275394062,Dessert Shop
222,Bensonhurst,40.61100890202044,-73.99517998380729,Spicy Bampa,40.61646797371895,-73.99296675268025,Chinese Restaurant
223,Bensonhurst,40.61100890202044,-73.99517998380729,New Ruans,40.60513670431751,-73.99902556161967,Chinese Restaurant
224,Bensonhurst,40.61100890202044,-73.99517998380729,The Vitamin Shoppe,40.604762,-73.997645,Supplement Shop
225,Bensonhurst,40.61100890202044,-73.99517998380729,gus' american grill,40.618039,-73.999482,Coffee Shop
226,Bensonhurst,40.61100890202044,-73.99517998380729,Torre's Pizzeria & Italian Restaurant,40.61194499127096,-73.98347741444184,Pizza Place
227,Bensonhurst,40.61100890202044,-73.99517998380729,Hand Pull Noodle & Dumpling House,40.61510256970509,-73.99422427946021,Noodle House
